	えぬいーえる	0
(☄ฺ◣д◢)☄ฺ	さくらん	0
(★́∀`)るぃ	るい	0
(☆)	せいやのせんしあんあんまん	1
(☆...●)	あどばんてーじひとつとよんれんぱい	1
(☝ ՞ਊ ՞)☝​	きょうそ	1
(♀-゚)(<〇>)(゚-゚-゚)	いきぐされ	1
(♥)(♠)(1)(♦)(♣)	じゃっかーでんげきたい	1
(　´_ゝ｀) ﾌｰﾝ	ふーん	1
(　・ ‸・)	なんだそのかおは	1
(　＾ω＾)ブーンがアルファベットを武器に戦うようです	ぶーんはあるふぁべっとをぶきにたたかうようです	0
(　ﾟ∀ﾟ)o彡゜ぬーい！ぬーい！	ぬーいぬーい	0
(。◔‸◔。✿)	ゆめちゃん	0
(。・x・)	うさ	0
(〇́^`〇)	しょんぼりるどるふ	1
(「・ω・)「	がおー	0
(「・ω・)「がおー	がおー	0
(「・ω・)「ガオー	がおー	1
(「・Д・)「ほげぇ	ほげぇ	0
(」`･ω･´)」しゅー！(／`･ω･´)／ぞー！	しゅーぞー	0
(」・ω・)」うー!	うー	1
(」・ω・)」うー！(／・ω・)／にゃー！	うーにゃー	0
(」・ω・)」とぅー!(/・ω・)/へあー!	こんなことをしてもなにももどりはしない	1
(」・ω・)」ぺー!(/・ω・)/にゃー!	ぺーにゃー	1
(」・ワ・)」(⊃・ワ・)⊃	すいたいだんす	1
(」ﾟロﾟ)」	ぜんとくん	0
(〒)	ゔぁゔぁ	1
(いらない)	いらない	0
(う)	う	0
(お๑・△・๑粥)	おかゆ	0
(おんぷ)れいむ	おんぷれいむ	0
(お・ω・米)	おこめ	0
(お尻が)ワレモノP	おしりがわれものぴー	0
(きこえますか...あなたの心に直接呼びかけています)	きこえますかあなたのこころにちょくせつよびかけています	1
(きこえますか...あなたの脳に直接呼びかけています)	きこえますかあなたののうにちょくせつよびかけています	0
(く)	く	1
(さ￣(ｴ)￣し)	さし	0
(しかし野太い声)	しかしのぶといこえ	0
(し・ω・)	しあもじ	0
(そωそ)	そそ	1
(っ́н`c)	まぃ	1
(とてノ)	ぷてらのどん	1
(とんこつわかめ)ラーメン	とんこつわかめらーめん	0
(と・てノ)	ぷてらのどん	0
(なんJに)切り替えていく	なんじぇいにきりかえていく	0
(へ`・∀・́へ)スマイル!	まっくあかさか	1
(ほぼ)同じ言葉の繰り返しで構成されている記事の一覧	ほぼおなじことばのくりかえしでこうせいされているきじのいちらん	0
(ゆウゆ)P	ゆうゆぴー	0
(りネか)	りねか	1
(゚Д゚)ハ!	は	0
(゚Д゚ノノ&quot;★パパン!!	ぱぱん	1
(゚∀。)┛	いえええええええ	1
(゚∀゚)o彡 ゚えーりん!えーりん!	えーりんえーりん	1
(゚∀゚)o彡°ぬーい!ぬーい!	ぬーいぬーい	1
(゚∇゚ノノ"☆(゚∇゚ノノ"☆(゚∇゚ノノ"☆	ぱんぱん	0
(゚俺゚)	おれ	0
(゜3゜）	じーすりー	0
(゜∀。)クｫｫｫｫｫｫｫｫｫｫｫｫエ↑	くぉぉぉぉぉぉぉぉぉぉぉぉえ	0
(ウマ娘)	うまむすめかんれんようごのうしろにつけてほしいちゅうき	0
(ウヴァの怯える声)	うぅぅぅぅぅっ	0
(エロい声)	えろいこえ	1
(オカマ・痔・インポ)	おかまじいんぽ	1
(オシッコをする音)	のおぉぉぉ	0
(カッ カッ	かっかっ	1
(カテゴリ)r18でfa?	あーるじゅうはちでふぁ	0
(キリッ)	きりっ	1
(サインが適当な)まりあ	さいんがてきとうなまりあ	0
(サビ抜き)	さびぬき	1
(サビ抜き)P	さびぬきぴー	0
(チ)ェロい	ちぇろい	0
(ノ)'瓜`(ヾ)	うめすー	0
(ノ)・ω・(ヾ)	むにむに	0
(ノ∀`)タハー	たはー	0
(ノ゚Д゚)ノ∑ワッ!(ノ゚Д゚)ノ∑ワァゥ!	わっわぁぅ	0
(ノシ*゚д゚)ノシ<ちょっと、聞いてるの!?	まきせぷりんだんす	1
(ファミチキください)	ふぁみちきください	1
(フル)www	ふるもでるちぇんじ	0
(メ。・‿‿・。シァ)ちゃんねる	うんこちゃんねる	0
(リキッ	りきっ	0
(・3・)	あるぇ	0
(・3・)トブー	とぶー	0
(・8・)	とり	0
(・8・)'s	ちゅんず	0
(・_・)	ころせんせーのまがお	1
(・_・)エッ..?	えっ	0
(・`ω・́)	かおもじ	0
(・´ｪ`・)	あるぱか	0
(・×・)	ふめい	0
(・ε・)	あるぇ	0
(・ω⊂)	ひいろのかお	0
(・ω・`з)3	ささっ	0
(・∀・)	じさくじえん	1
(・∀・)mmo!	えむえむおー	1
(・∀・)つ⌒∞┃	はるちはをくらえー	1
(・∀・)スンスンスーン♪	すんすんすーん	1
(・◇・)	かおもじ	0
(・◇・)☆彡	せぶんすたー	0
(・○・)	しんかんせん	1
(・ワ・)	ようせいさん	1
(・大・)	なまこぶし	1
(・谷・)P	こーと	1
(ー人ー)ありがたや～	ありがたや	0
(ヽ^ゝ^)	ふじたごろー	0
(ヽ́ん`)	けんもうくん	1
(亡き者にする+灸を据える)÷2=	かっこなにきものにするぷらすきゅうをすえるわるに	0
(人としての)終了条件達成	ひととしてのしゅうりょうじょうけんたっせい	0
(人゜ω゜)	どにゃがお	1
(仮)	かっこかり	0
(仮)P	かっこかりぴー	0
(値段が)外道ビート	ねだんがげどうびーと	0
(偽)メカクシ団	にせめかくしだん	0
(全面)通行止め	ぜんめんつうこうどめ	1
(公)	おおやけきじ	0
(凸)	じむ	0
(凸)p	じむぴー	0
(別の)カレーの人	べつのかれーのひと	0
(千早に)迷惑P	ちはやにめいわくぴー	0
(合唱に)使ってみろ	つかってみろ	0
(名曲)snavE	すねいゔ	0
(唯▽唯)	ゆい	0
(圭)	あいざっくしょきすーつ	1
(声の微妙な)母上	こえのびみょうなははうえ	0
(夏)候補	さまーこうほ	0
(夏)時代の勇者	なつじだいのゆうしゃ	1
(孤高)	はんまーのひとかっこここう	1
(宇宙人)	かっこうちゅうじん	1
(察し)	おさっしください	1
(小並感)	こなみかん	1
(屮゚Д゚)屮タコーン	たこーん	0
(屮゜Д゜)屮カモーン	かもーん	0
(弟`・ω・́)ノ【葵】	あおい	1
(得体の知れない)恋人	えたいのしれないこいびと	0
(微)	かっこび	0
(心の)闇を操る程度の能力	こころのやみをあやつるていどののうりょく	1
(心太)	かっこつけたところてん	0
(性的な意味で)	せいてきないみで	1
(恋◕ω◕兎)	れんと	0
(日ω日)	えるがみお	1
(書ω人)ψ	かくと	0
(有)CARD	ゆうげんがいしゃかーど	0
(有)キャロットファーム	きゃろっとふぁーむ	1
(有)サンデーレーシング	さんでーれーしんぐ	1
(有)チェリーベル	ゆうげんがいしゃちぇりーべる	0
(有)ツヨシ工業	つよしこうぎょう	0
(有)パチモン商会。	ぱちもんしょうかい	1
(有)未来検索ブラジル	ゆうげんがいしゃみらいけんさくぶらじる	1
(有)沢村組	ゆうげんがいしゃさわむらぐみ	1
(有)社台レースホース	しゃだいれーすほーす	1
(本物)	ほんもの	0
(朱・́ー・`)<はわわ	はわわごしゅじんさまてきがきちゃいました	1
(株)GLOBAL PROJECT PARTNERS.	ぐろーばるぷろじぇくとぱーとなーず	0
(株)J社	かぶしきがいしゃじぇーしゃ	0
(株)そろはむ	かぶしきがいしゃそろはむ	1
(株)ガンダム	かぶしきがいしゃがんだむ	1
(株)キャロットクラブ	きゃろっとくらぶ	1
(株)コブレッティ建設	かぶしきがいしゃこぶれってぃけんせつ	0
(株)ゴランノス・ポンサー	ごらんのすぽんさー	1
(株)スペースシャワーネットワーク	かぶしきがいしゃすぺーすしゃわーねっとわーく	1
(株)ツヨシ建設	かぶしきがいしゃつよしけんせつ	0
(株)ディップス	かぶしきがいしゃでぃっぷす	1
(株)帝國建設	かぶしきがいしゃていこくけんせつ	0
(株)月極	まえかぶげっきょく	0
(株)秋月組	かぶしきがいしゃあきづきぐみ	0
(株)粉塵王	かぶしきがいしゃふんじんおう	0
(極)r18	きわみあーるじゅうはち	0
(淫夢)	かっこいんむ	0
(無言の手刀)	やめろみざえる	0
(無言の腹パン)	かのじょはるりではない	0
(爆)	かっこばく	0
(物理)	かっこぶつり	0
(特に淫夢系!)	とくにいんむけい	1
(犬用)風邪薬P	いぬようかぜぐすりぴー	0
(理゜∀゜)アッハー↑	たちばなりか	1
(生配信)paiちゃんねるのアン	ぱいちゃんねるのあん	0
(男の部分が)最初からクライマックス	おとこのぶぶんがさいしょからくらいまっくす	0
(省略しています。全	しょうりゃくしていますぜん	1
(省略しています。全て読むにはこのリンクをクリック!)	しょうりゃくしていますすべてよむにはこのりんくをくりっく	1
(秋)候補	あきこうほ	0
(税)金のかかったクッキー☆	ぜいきんのかかったくっきー	1
(税込)	ぜいこみ	0
(笑)	かっこわらい	0
(笑)(笑)(笑)	わーるどわいどうぇぶ	1
(笑)bee	わらびー	0
(結婚したい・・・)	けっこんしたい	1
(結婚しよ)	いやたすかる	0
(罪)	つみぶくろ	1
(腹筋しよ)	ふっきんしよ	0
(臨)	かっこりん	1
(西゚∀゚)アハハハハ八八ノヽノヽノヽノ\	にしあははは	1
(西゚∀゚)アハハハ八八ノヽノヽノヽノ\/\	にしあははは	1
(西゜∀゜)アハハ八八ノヽノヽノヽノ＼/＼	にしあははは	1
(西ﾟ∀ﾟ)ｱﾊﾊハハ八八ﾉヽﾉヽノヽノ＼/＼	にしあははは	0
(誰かと)結婚してほしい声優第1位	だれかとけっこんしてほしいせいゆうだいいちい	1
(赤・ω・飯)	せきはん	1
(迫真)	はくしん	1
(酒)	さけ	1
(震え声)	ふるえごえ	0
(非)	ひ	0
(音程を)ご存じないのですか!	おんていをごぞんじないのですか	0
(首)	やじゅうせんぱい	1
(首の折れる音)	くびのおれるおと	1
(鯖缶)(歌い手)	さばかん	0
(黒笑)	こくしょう	1
(＃＾ω＾)ﾋﾟｷﾋﾟｷ	ぴきぴき	0
(＝ω＝｀)の人	ひめはようじょでかわいい	0
(＞＜；)	わかんないです	1
(＾,_ゝ＾)	ちゅうごくさんもこう	0
(｀●ｗ●´)「てん」と申す	てんともうす	1
(｀・ωメ´)	ぱらがす	1
(｀・ω・´)	しゃきーん	0
(｀・ω・´)シャキーン	しゃきーん	1
(｜)	ぼんどるど	1
(｜▽｜)ぽっぽぽぽぽぽ	ぽっぽぽぽぽぽ	1
(･ω･)	かおもじ	0
(ﾆｯｺﾘ	にっこり	0
(ﾟε゜J)	だるい	0
(ﾟДﾟ)	こっちみんな	1
(ﾟДﾟ)ホワァ!!	ほわぁ	0
(ﾟДﾟ)ﾊｧ?	はぁ	0
(ﾟДﾟﾉﾉ"★ﾊﾟﾊﾟﾝ!!	ぱぱん	0
(ﾟдﾟ)	こっちみんな	0
(ﾟ∀ﾟ)	あひゃ	0
(ﾟ∀ﾟ)o彡°おっぱい！おっぱい！	おっぱいおっぱい	1
(ﾟ∀ﾟ)o彡゜AMEN†AMEN†	えぇいめんえぇいめん	0
(ﾟ∀ﾟ)o彡゜えーりん！えーりん！	えーりんえーりん	0
(ﾟ∀ﾟ)o彡゜もれ漏れ！	もれもれ	0
(ﾟ∀ﾟ)o彡゜ｹﾞｰﾁｽ!(ﾟ∀ﾟ)o彡゜ｹﾞｰﾁｽ!	げーちすげーちす	0
(ﾟ∀ﾟ)o彡ﾟ	じょるじゅながおか	1
(ﾟ∀ﾟ)o彡ﾟおっぱい!おっぱい!	おっぱいおっぱい	1
(ﾟ∀ﾟ)o彡ﾟ入院！入院！はいはい入院！	にゅういんにゅういんはいはいにゅういん	1
(ﾟ∀ﾟ)o彡ﾟ神戸！神戸！	こーべっこーべっ	0
(ﾟ∀ﾟ)ﾗｳﾞｨ!!	らゔぃ	0
(ﾟ⊿ﾟ)	あそうたろう	0
(ﾟェﾟジ)	えじ	0
(￣ε￣)の人	るうず	0
)・┳・(	きんぐじょー	1
)谷(	でくのきさま	0
*	あすたりすく	0
* Erm, could it be a Spatiotemporal ShockWAVE Syndrome...?	えぁむくっどいっとびーあすぺいしょてんぽらるしょっくうぇーぶしんどろーむ	0
*(Asterisk)	あすたりすく	0
*(アスタリスク)	あすたりすく	1
****	あすたりすく	0
**P	こめこめぴー	0
**chu×chu**	ちゅちゅ	0
**ぽ	ぽ	1
*-men	せっくすめん	0
*2740mp	にせんななひゃくよんじゅうめーとるぴー	0
*BSD	すたーびーえすでぃー	0
*ChocoLate Bomb!!	ちょこれーとぼむ	0
*Feels Seasickness...*	ふぃーるずしーしっくねす	0
*Luna	るな	0
*RUI*	るい	1
*Sami*	さみ	0
*YU*	ゆう	0
*YU*式	ゆーしき	0
*a,st*	あすと	0
*karin*	かりん	1
*maru*	まる	0
*momo*	もも	0
*nano	なの	1
*noa*	のあ	0
*rev:law*	らいと	0
*revlaw*	らいと	1
*snow*	すのう	1
*spiLa*	すぴら	0
*あいり	あいり	0
*あおい*	あおい	1
*いしがなかにある*	いしがなかにある	0
*いしのなかにいる*	いしのなかにいる	1
*おおっと*	おおっと	0
*おみ*	おみ	0
*おみ*（歌い手）	おみ	1
*しぃ*	しぃ	0
*たま*	たま	0
*ちろる。	ちろる	0
*ふゆ*	ふゆ	0
*ほんのなかにいる*	ほんのなかにいる	1
*ゆき*	ゆき	0
*ゆっきん*	ゆっきん	0
*よっしぃ*	よっしぃ	0
*りすく(歌い手)	あすたりすくうたいて	0
*ハロー、プラネット。	はろーぷらねっと	1
*ハロー、終末シネカメラ。	はろーしゅうまつしねかめら	0
*優梨*	ゆうり	0
*妖精*	ようせい	0
*染	あすたりすくしみ	0
*菊門*	きくもん	0
*菜乃	なの	0
*葵姫*	あおいひめ	0
*雪雨*	ゆきさめ	0
+*みりん	みりん	0
++cor++	こー	0
+/-	ぷらすまいなす	0
+JOG	ぷらすじょぐ	1
+REVERSE	りばーす	1
+i	ぷらすあい	1
+plusゲーム	ぷらすげーむ	0
+α/あるふぁきゅん。	あるふぁきゅん	1
+αの立ち位置	ぷらすあるふぁのたちいち	0
+⌒o⌒+	すわこいずごっど	0
+♂	ぷらすだんし	1
+♂(プラス男子)	ぷらすだんし	1
+にゃん	ぷらすにゃん	1
+チック姉さん	ぷらすちっくねえさん	0
+激しく忍者+	はげしくにんじゃ	0
+紅澪阿卍..*	くれあ	0
+若武者+	わかむしゃ	1
,ばなな	ばなな	1
-	はいふんまいなすだっしゅ	0
------	きょく	1
--・ --- --- --・ ・-・・ ・	つーつーとんつーつーつーつーつーつーつーつーとんとんつーとんとんとんぐーぐる	0
-1	まいなすいち	0
-270°c	まいなすにひゃくななじゅうど	0
-2Pｻﾝ	まいなすつーぴーさん	0
-3Pｻﾝ	まいなすさんぴーさん	1
-45	まいなすしこう	0
-4Pｻﾝ	まいなすよんぴーさん	1
-4℃冷たーい！	まいなすよんどつめたーい	0
-68億	まいなすしっくすはんどれっとえいてぃーんびりおん	0
-LEGNE- 仇なす剣 光の旋律	えんげるあだなすつるぎひかりのしらべ	0
-MASA Works DESIGN-	まさわーくすでざいん	1
-MYTH-The Xenogears Orchestral Album	みすざぜのぎあすおーけすとらるあるばむ	0
-Mirage-	みらーじゅ	0
-OZONE-	おぞん	0
-Tower_of_God-	たわーおぶごっど	1
-Winter Story-	うぃんたーすとーりー	0
-godzilla-vs	ごじら	1
-grac&e nocturne-	ぐれーすのくたーん	1
-ish Miku	いっしゅみく	0
-itsuka-	いつか	1
-nim-	にむ	0
-どこでもいっしょ- トロといっぱい	どこでもいっしょとろといっぱい	0
-どこでもいっしょ- トロと流れ星	どこでもいっしょとろとながれぼし	1
-どこでもいっしょ- レッツ学校!	どこでもいっしょれっつがっこう	0
-どこでもいっしょ- レッツ学校!トレーニング編	どこでもいっしょれっつがっこうとれーにんぐへん	1
-まこと-	まこと	1
-もう、アレにしか見えない-	もうあれにしかみえない	0
-ハク-	はく	0
-バジル-	ばじる	0
-伝説錬金- PENDUAL TALISMAN	でんせつれんきんぺんでゅあるたりすまん	0
-來稀-	らいき	0
-影二つ-	かげふたつ	1
-検索	まいなすけんさく	1
-皇-	すめらぎ	1
-絶対魔獣戦線バビロニア-	ぜったいまじゅうせんせんばびろにあ	1
-継承-乾坤の血族	けいしょうけんこんのけつぞく	1
-罪と罰と贖いの少女-	つみとばつとあがないのしょうじょ	1
-魔眼蒐集列車 grace note-	れーるつぇっぺりんぐれいすのーと	1
.(sm21783669)	ぴりおど	0
.(クラゲ)	ぴりおど	1
......『どうして』だと?	どうしてだと	0
......あなた、まりちゃんのなんなんですか?	あなたまりちゃんのなんなんですか	0
......こりゃあ『マリオカート』でよいですね	こりゃあまりおかーとでよいですね	0
......そう。	そう	0
......つっ近づいてぇっ!!!	つっちかづいてぇっ	1
......ふぅさん	ふぅさん	0
......んだよ、意味が分かんねえ	んだよいみがわかんねえ	0
......んだよ、意味分かんねえ	んだよいみわかんねえ	1
......地獄に堕ちるといい...	じごくにおちるといい	1
